file	id	SessionDate	TrialList	CorrectResp1	CorrectResp2	CorrectResp3	BackImage	FrontImage	SideImage	Fixation1	Fixation2	Fixation3	Fixation4	TestBack	TestFront	TestSide	TrialList	TestBack.ACC	TestFront.ACC	TestSide.ACC	TestFront.CRESP	TestSide.CRESP	TrialList.Cycle	Fixation2.Duration	Fixation1.OffsetTime	Fixation2.OffsetTime	Fixation3.OffsetTime	Fixation4.OffsetTime	MemorizeBack.OffsetTime	MemorizeFront.OffsetTime	MemorizeSide.OffsetTime	TestBack.OffsetTime	TestFront.OffsetTime	TestSide.OffsetTime	Fixation1.OnsetTime	Fixation2.OnsetTime	Fixation3.OnsetTime	Fixation4.OnsetTime	MemorizeBack.OnsetTime	MemorizeFront.OnsetTime	MemorizeSide.OnsetTime	TestBack.OnsetTime	TestFront.OnsetTime	TestSide.OnsetTime	TestFront.RESP	TestSide.RESP	TestBack.RT	TestFront.RT	TestSide.RT
1/263/Cars-263-1.txt	263	11-08-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	1	4	2	1	7500	57345	73845	84345	91845	66345	60345	63345	96345	78345	88845	42462	66451	78454	88952	63442	57440	60449	91944	73940	84455	4	2	2487	1823	4506
1/263/Cars-263-1.txt	263	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	99345	115845	124845	135345	108345	102345	105345	139845	120345	129345	96441	108444	120446	129440	105451	99450	102442	135441	115950	124943	2	3	1221	1522	1559
1/263/Cars-263-1.txt	263	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	142845	156345	168345	180345	151845	145845	148845	184845	160845	172845	139955	151941	160951	172954	148949	142947	145940	180443	156455	168441	3	4	1548	1626	1842
1/263/Cars-263-1.txt	263	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	192345	208845	214845	226845	201345	195345	198345	231345	213345	219345	184940	201440	213442	219444	198447	192446	195455	226950	208946	214947	2	4	2543	3301	2585
1/263/Cars-263-1.txt	263	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	232845	244845	250845	261345	241845	235845	238845	265845	249345	255345	231447	241945	249451	255452	238952	232951	235943	261453	244954	250955	3	3	2456	3066	4013
1/263/Cars-263-1.txt	263	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	273345	289845	295845	301845	282345	276345	279345	306345	294345	300345	265950	282450	294452	300454	279441	273456	276448	301942	289956	295940	4	2	2380	3295	3886
1/266/Cars-266-1.txt	266	12-10-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	NA	4	2	1	7500	58809	75309	85809	93309	67809	61809	64809	97809	79809	90309	43912	67917	79904	90419	64908	58907	61916	93411	75407	85905	4	3	1933	2478	4261
1/266/Cars-266-1.txt	266	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	NA	2	3	1	7500	100809	117309	126309	136809	109809	103809	106809	141309	121809	130809	97908	109911	121914	130907	106918	100917	103909	136909	117417	126410	2	4	2549	2885	2142
1/266/Cars-266-1.txt	266	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	144309	157809	169809	181809	153309	147309	150309	186309	162309	174309	141406	153408	162419	174405	150416	144415	147407	181911	157905	169908	3	4	2016	2563	3426
1/266/Cars-266-1.txt	266	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	NA	1	1	2	4	1	7500	193809	210309	216309	228309	202809	196809	199809	232809	214809	220809	186408	202908	214910	220912	199915	193914	196906	228418	210414	216415	2	4	1536	2864	3288
1/266/Cars-266-1.txt	266	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	NA	NA	1	3	3	1	3000	234309	246309	252309	262809	243309	237309	240309	267309	250809	256809	232915	243413	250919	256904	240404	234419	237412	262905	246405	252407	4	3	2835	3022	1888
1/266/Cars-266-1.txt	266	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	NA	1	1	4	2	1	7500	274809	291309	297309	303309	283809	277809	280809	307809	295809	301809	267419	283918	295904	301906	280909	274908	277917	303410	291408	297409	4	2	2604	1933	2237
1/267/Cars-267-1.txt	267	12-13-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	1	4	2	1	7500	61086	77586	88086	95586	70086	64086	67086	100086	82086	92586	46199	70188	82191	92689	67196	61194	64186	95681	77694	88192	4	2	2760	2399	3111
1/267/Cars-267-1.txt	267	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	103086	119586	128586	139086	112086	106086	109086	143586	124086	133086	100195	112181	124183	133194	109188	103187	106196	139195	119687	128697	2	3	3097	2240	1712
1/267/Cars-267-1.txt	267	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	146586	160086	172086	184086	155586	149586	152586	188586	164586	176586	143692	155695	164688	176691	152686	146684	149693	184197	160192	172194	3	4	2619	3843	3449
1/267/Cars-267-1.txt	267	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	NA	1	NA	2	4	1	7500	196086	212586	218586	230586	205086	199086	202086	235086	217086	223086	188694	205193	217196	223181	202184	196183	199192	230687	212683	218684	2	3	NA	3023	2451
1/267/Cars-267-1.txt	267	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	NA	1	3	3	1	3000	236586	248586	254586	265086	245586	239586	242586	269586	253086	259086	235184	245682	253188	259189	242689	236688	239697	265190	248691	254692	2	3	3381	1339	1863
1/267/Cars-267-1.txt	267	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	NA	NA	NA	4	2	1	7500	277086	293586	299586	305586	286086	280086	283086	310086	298086	304086	269687	286187	298189	304191	283194	277193	280185	305695	293693	299694	NA	3	2964	NA	2133
2/103/Cars-103-2.txt	103	01-09-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	60243	76743	87243	94743	69243	63243	66243	99243	81243	91743	45350	69339	81342	91840	66347	60345	63338	94849	76845	87343	4	3	2810	2984	3346
2/103/Cars-103-2.txt	103	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	102243	118743	127743	138243	111243	105243	108243	142743	123243	132243	99346	111349	123352	132345	108340	102338	105347	138347	118838	127849	2	3	2041	1349	1992
2/103/Cars-103-2.txt	103	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	145743	159243	171243	183243	154743	148743	151743	187743	163743	175743	142844	154847	163840	175843	151838	145853	148845	183349	159343	171346	3	4	1659	931	3273
2/103/Cars-103-2.txt	103	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	195243	211743	217743	229743	204243	198243	201243	234243	216243	222243	187846	204346	216349	222350	201353	195352	198344	229839	211852	217853	2	4	2935	2547	3066
2/103/Cars-103-2.txt	103	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	235743	247743	253743	264243	244743	238743	241743	268743	252243	258243	234353	244851	252340	258342	241842	235841	238850	264343	247843	253845	3	3	1760	1149	3400
2/103/Cars-103-2.txt	103	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	276243	292743	298743	304743	285243	279243	282243	309243	297243	303243	268840	285340	297343	303344	282347	276346	279338	304849	292846	298847	4	2	3658	1666	2255
2/109/Cars-109-2.txt	109	02-09-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	NA	4	2	1	7500	57277	73777	84277	91777	66277	60277	63277	96277	78277	88777	42391	66380	78383	88881	63388	57386	60379	91873	73886	84384	4	3	2744	2178	4088
2/109/Cars-109-2.txt	109	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	99277	115777	124777	135277	108277	102277	105277	139777	120277	129277	96387	108373	120375	129386	105380	99379	102388	135387	115879	124872	2	3	1298	1711	2941
2/109/Cars-109-2.txt	109	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	NA	1	1	3	4	1	4500	142777	156277	168277	180277	151777	145777	148777	184777	160777	172777	139884	151887	160880	172883	148878	142876	145885	180372	156383	168386	3	4	2914	1358	4073
2/109/Cars-109-2.txt	109	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	192277	208777	214777	226777	201277	195277	198277	231277	213277	219277	184886	201385	213388	219372	198376	192375	195384	226878	208874	214875	2	4	1797	3126	2317
2/109/Cars-109-2.txt	109	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	NA	NA	3	3	1	3000	232777	244777	250777	261277	241777	235777	238777	265777	249277	255277	231375	241873	249379	255380	238881	232879	235872	261382	244882	250883	2	4	2119	2934	3540
2/109/Cars-109-2.txt	109	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	273277	289777	295777	301777	282277	276277	279277	306277	294277	300277	265878	282378	294381	300382	279386	273384	276377	301886	289884	295885	4	4	1863	2318	2107
2/112/Cars-112-2.txt	112	02-09-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	76833	93333	103833	111333	85833	79833	82833	115833	97833	108333	61950	85938	97942	108439	82929	76928	79937	111432	93444	103942	4	3	3737	2610	3350
2/112/Cars-112-2.txt	112	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	NA	1	NA	2	3	1	7500	118833	135333	144333	154833	127833	121833	124833	159333	139833	148833	115929	127931	139934	148928	124939	118938	121930	154929	135437	144431	2	2	4065	2303	3742
2/112/Cars-112-2.txt	112	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	NA	NA	3	4	1	4500	162333	175833	187833	199833	171333	165333	168333	204333	180333	192333	159443	171429	180439	192442	168437	162435	165444	199931	175942	187928	4	2	2919	2219	2644
2/112/Cars-112-2.txt	112	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	1	2	4	1	7500	211833	228333	234333	246333	220833	214833	217833	250833	232833	238833	204428	220928	232930	238932	217935	211934	214943	246438	228434	234435	4	4	3396	4039	3926
2/112/Cars-112-2.txt	112	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	NA	1	1	3	3	1	3000	252333	264333	270333	280833	261333	255333	258333	285333	268833	274833	250935	261433	268939	274940	258441	252439	255431	280942	264442	270443	3	3	2773	1900	3166
2/112/Cars-112-2.txt	112	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	NA	NA	NA	4	2	1	7500	292833	309333	315333	321333	301833	295833	298833	325833	313833	319833	285438	301938	313941	319942	298929	292928	295937	321430	309444	315429	3	3	2454	3822	4440
2/113/Cars-113-2.txt	113	02-26-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	60310	76810	87310	94810	69310	63310	66310	99310	81310	91810	45424	69412	81415	91913	66420	60419	63411	94905	76918	87416	4	4	2845	2823	4196
2/113/Cars-113-2.txt	113	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	102310	118810	127810	138310	111310	105310	108310	142810	123310	132310	99419	111405	123408	132418	108413	102411	105420	138419	118911	127905	2	3	1772	1946	1898
2/113/Cars-113-2.txt	113	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	NA	1	1	3	4	1	4500	145810	159310	171310	183310	154810	148810	151810	187810	163810	175810	142916	154919	163913	175915	151910	145909	148918	183405	159416	171419	3	4	2729	1255	4098
2/113/Cars-113-2.txt	113	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	195310	211810	217810	229810	204310	198310	201310	234310	216310	222310	187918	204418	216420	222405	201409	195407	198416	229911	211907	217908	2	4	4069	3506	2605
2/113/Cars-113-2.txt	113	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	235810	247810	253810	264310	244810	238810	241810	268810	252310	258310	234408	244906	252412	258413	241914	235912	238905	264415	247915	253916	3	3	2441	946	2908
2/113/Cars-113-2.txt	113	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	NA	1	NA	4	2	1	7500	276310	292810	298810	304810	285310	279310	282310	309310	297310	303310	268911	285411	297414	303415	282419	276417	279410	304920	292917	298918	4	4	3067	2708	4059
2/125/Cars-125-2.txt	125	07-03-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	1	4	2	1	7500	54504	71004	81504	89004	63504	57504	60504	93504	75504	86004	39617	63605	75608	86107	60613	54612	57604	89099	71111	81610	4	2	2900	1609	4188
2/125/Cars-125-2.txt	125	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	96504	113004	122004	132504	105504	99504	102504	137004	117504	126504	93613	105599	117601	126612	102606	96605	99614	132613	113105	122115	2	3	2359	1314	1315
2/125/Cars-125-2.txt	125	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	NA	1	NA	3	4	1	4500	140004	153504	165504	177504	149004	143004	146004	182004	158004	170004	137110	149113	158107	170110	146104	140103	143112	177599	153610	165613	3	3	3155	1373	1830
2/125/Cars-125-2.txt	125	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	NA	NA	NA	2	4	1	7500	189504	206004	212004	224004	198504	192504	195504	228504	210504	216504	182113	198612	210615	216600	195603	189602	192611	224106	206102	212103	4	2	2267	3136	1875
2/125/Cars-125-2.txt	125	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	NA	1	3	3	1	3000	230004	242004	248004	258504	239004	233004	236004	263004	246504	252504	228603	239101	246607	252608	236109	230107	233100	258610	242110	248111	2	3	2625	2786	2565
2/125/Cars-125-2.txt	125	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	270504	287004	293004	299004	279504	273504	276504	303504	291504	297504	263107	279606	291609	297611	276614	270612	273605	299115	287112	293114	4	3	2346	2651	3369
2/128/Cars-128-2.txt	128	11-21-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	1	4	2	1	7500	51203	67703	78203	85703	60203	54203	57203	90203	72203	82703	36321	60310	72312	82811	57300	51299	54308	85803	67799	78314	4	2	2430	1808	2689
2/128/Cars-128-2.txt	128	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	93203	109703	118703	129203	102203	96203	99203	133703	114203	123203	90300	102303	114306	123299	99310	93309	96301	129301	109809	118803	2	3	1301	1395	1221
2/128/Cars-128-2.txt	128	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	NA	3	4	1	4500	136703	150203	162203	174203	145703	139703	142703	178703	154703	166703	133798	145801	154811	166814	142808	136807	139799	174303	150298	162300	3	2	2085	2149	3233
2/128/Cars-128-2.txt	128	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	186203	202703	208703	220703	195203	189203	192203	225203	207203	213203	178800	195300	207303	213304	192307	186306	189298	220810	202806	208807	2	4	2548	3031	2476
2/128/Cars-128-2.txt	128	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	226703	238703	244703	255203	235703	229703	232703	259703	243203	249203	225307	235805	243311	249313	232813	226811	229804	255314	238798	244799	3	3	3790	1493	1920
2/128/Cars-128-2.txt	128	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	267203	283703	289703	295703	276203	270203	273203	300203	288203	294203	259811	276311	288314	294298	273302	267300	270309	295803	283800	289801	4	2	1060	1492	3266
2/141/Cars-141-2.txt	141	02-23-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	1	4	2	1	7500	55047	71547	82047	89547	64047	58047	61047	94047	76047	86547	40155	64143	76146	86644	61151	55150	58142	89653	71650	82148	4	2	NA	1693	2875
2/141/Cars-141-2.txt	141	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	97047	113547	122547	133047	106047	100047	103047	137547	118047	127047	94151	106153	118156	127150	103144	97143	100152	133151	113642	122653	2	3	2206	1455	1566
2/141/Cars-141-2.txt	141	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	140547	154047	166047	178047	149547	143547	146547	182547	158547	170547	137648	149650	158644	170647	146658	140657	143649	178153	154147	166150	3	4	2648	1111	2558
2/141/Cars-141-2.txt	141	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	190047	206547	212547	224547	199047	193047	196047	229047	211047	217047	182650	199149	211152	217153	196157	190155	193148	224642	206655	212656	2	4	2133	2464	3744
2/141/Cars-141-2.txt	141	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	230547	242547	248547	259047	239547	233547	236547	263547	247047	253047	229156	239654	247143	253144	236645	230644	233653	259146	242646	248648	3	3	2067	2234	2119
2/141/Cars-141-2.txt	141	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	271047	287547	293547	299547	280047	274047	277047	304047	292047	298047	263643	280142	292145	298146	277150	271148	274158	299651	287648	293650	4	4	2041	3126	3552
2/149/Cars-149-2.txt	149	02-05-2013	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	NA	4	2	1	7500	58998	75498	85998	93498	67998	61998	64998	97998	79998	90498	44115	68104	80106	90605	65095	59093	62102	93597	75593	86108	4	3	1971	1457	3317
